Release,Technique,ModuleName,Feature,LOC
v2,CC,InvalidDateException,manageReminder,7
v2,CC,InvalidFormatException,reminder,7
v2,CC,InvalidFormatException,manageReminder,7
v2,CC,InvalidHourException,reminder,8
v2,CC,InvalidHourException,gui,8
v2,CC,InvalidTextException,reminder,7
v2,CC,InvalidTextException,manageReminder,7
v2,CC,Mask,reminder,44
v2,CC,Mask,manageReminder,44
v2,CC,Patterns,reminder,6
v2,CC,Patterns,manageReminder,6
v2,CC,Patterns,fixedDate,2
v2,CC,Reminder,reminder,105
v2,CC,Reminder,manageReminder,105
v2,CC,Reminder,staticCategory,11
v2,CC,Reminder,manageCategory,11
v2,CC,Reminder,fixedDate,28
v2,CC,Reminder,done,14
v2,CC,ReminderActivity,reminder,287
v2,CC,ReminderActivity,gui,287
v2,CC,ReminderActivity,fixedDate,95
v2,CC,ReminderActivity,staticCategory,42
v2,CC,ReminderActivity,manageCategory,42
v2,CC,ReminderActivity,create,15
v2,CC,ReminderAddActivity,create,206
v2,CC,ReminderAddActivity,fixedDate,14
v2,CC,ReminderAddActivity,staticCategory,52
v2,CC,ReminderAddActivity,manageCategory,52
v2,CC,ReminderArrayAdapter,reminder,156
v2,CC,ReminderArrayAdapter,gui,156
v2,CC,ReminderArrayAdapter,fixedDate,75
v2,CC,ReminderArrayAdapter,done,14
v2,CC,ReminderContentProvider,reminder,90
v2,CC,ReminderContentProvider,manageReminder,90
v2,CC,ReminderContentProvider,staticCategory,19
v2,CC,ReminderContentProvider,manageCategory,19
v2,CC,ReminderContentProvider,fixedDate,8
v2,CC,ReminderDAO,reminder,13
v2,CC,ReminderDAO,manageReminder,13
v2,CC,ReminderDAO,staticCategory,2
v2,CC,ReminderDAO,manageCategory,2
v2,CC,ReminderDAO,create,1
v2,CC,ReminderDAO,view,1
v2,CC,ReminderDAO,edit,1
v2,CC,ReminderDAO,delete,1
v2,CC,ReminderFilter,reminder,36
v2,CC,ReminderFilter,manageReminder,36
v2,CC,ReminderFilter,view,24
v2,CC,ReminderFilterArrayAdapter,reminder,45
v2,CC,ReminderFilterArrayAdapter,gui,45
v2,CC,ReminderFilterArrayAdapter,staticCategory,13
v2,CC,ReminderFilterArrayAdapter,manageCategory,13
v2,CC,ReminderListFragment,reminder,161
v2,CC,ReminderListFragment,gui,95
v2,CC,ReminderListFragment,fixedDate,14
v2,CC,ReminderListFragment,view,64
v2,CC,ReminderListFragment,staticCategory,2
v2,CC,ReminderListFragment,manageCategory,2
v2,CC,ReminderMainActivity,reminder,49
v2,CC,ReminderMainActivity,manageReminder,49
v2,CC,ReminderMainActivity,staticCategory,4
v2,CC,ReminderMainActivity,manageCategory,4
v2,CC,SpinnerAdapterGenerator,reminder,18
v2,CC,SpinnerAdapterGenerator,gui,18
v2,CC,TimePickerDialogFragment,reminder,44
v2,CC,TimePickerDialogFragment,gui,44
v2,CC,Utility,reminder,22
v2,CC,Utility,manageReminder,22
v3,CC,AddCategoryDialogFragment,manageCategory,90
v3,CC,AddReminderActivity,create,40
v3,CC,AddReminderActivity,staticCategory,23
v3,CC,AddReminderActivity,manageCategory,23
v3,CC,AllRemindersFilter,reminder,17
v3,CC,AllRemindersFilter,manageReminder,17
v3,CC,AllRemindersFilter,view,7
v3,CC,CalendarEventCreator,googleCalendar,81
v3,CC,CalendarEventCreator,dateRange,2
v3,CC,CalendarEventCreator,fixedDate,10
v3,CC,CalendarNotFoundException,googleCalendar,7
v3,CC,Category,staticCategory,50
v3,CC,CategoryArrayAdapter,staticCategory,35
v3,CC,CategoryDAO,staticCategory,12
v3,CC,CategoryDAO,manageCategory,3
v3,CC,CategoryFilter,manageCategory,22
v3,CC,CategoryFilter,staticCategory,22
v3,CC,Column,reminder,13
v3,CC,Column,manageReminder,13
v3,CC,Controller,reminder,122
v3,CC,Controller,manageReminder,122
v3,CC,Controller,staticCategory,33
v3,CC,Controller,manageCategory,65
v3,CC,Controller,view,7
v3,CC,Controller,create,7
v3,CC,Controller,edit,7
v3,CC,Controller,delete,7
v3,CC,DateFormat,dateRange,11
v3,CC,DateFormat,fixedDate,11
v3,CC,DatePickerDialogFragment,fixedDate,43
v3,CC,DatePickerDialogFragment,dateRange,43
v3,CC,DBConstants,reminder,42
v3,CC,DBConstants,manageReminder,42
v3,CC,DBConstants,staticCategory,16
v3,CC,DBConstants,manageCategory,16
v3,CC,DBConstants,priority,2
v3,CC,DBConstants,fixedDate,3
v3,CC,DBConstants,dateRange,6
v3,CC,DBException,reminder,4
v3,CC,DBException,manageReminder,4
v3,CC,DBFactory,reminder,13
v3,CC,DBFactory,manageReminder,13
v3,CC,DBFactory,staticCategory,1
v3,CC,DBFactory,manageCategory,1
v3,CC,DBHelper,reminder,43
v3,CC,DBHelper,manageReminder,43
v3,CC,DBHelper,staticCategory,4
v3,CC,DBHelper,manageCategory,4
v3,CC,DBInvalidEntityException,reminder,7
v3,CC,DBInvalidEntityException,manageReminder,7
v3,CC,DBTypes,reminder,4
v3,CC,DBTypes,manageReminder,4
v3,CC,DefaultCategoryDAO,staticCategory,115
v3,CC,DefaultCategoryDAO,manageCategory,35
v3,CC,DefaultDBFactory,reminder,15
v3,CC,DefaultDBFactory,manageReminder,15
v3,CC,DefaultDBFactory,staticCategory,4
v3,CC,DefaultDBFactory,manageCategory,4
v3,CC,DefaultReminderDAO,reminder,128
v3,CC,DefaultReminderDAO,manageReminder,128
v3,CC,DefaultReminderDAO,staticCategory,21
v3,CC,DefaultReminderDAO,manageCategory,21
v3,CC,DefaultReminderDAO,priority,3
v3,CC,DefaultReminderDAO,create,7
v3,CC,DefaultReminderDAO,view,13
v3,CC,DefaultReminderDAO,edit,10
v3,CC,DefaultReminderDAO,delete,12
v3,CC,DefaultReminderDAO,done,2
v3,CC,DefaultReminderDAO,fixedDate,4
v3,CC,DefaultReminderDAO,dateRange,8
v3,CC,EditCategoryDialogFragment,manageCategory,75
v3,CC,EditReminderActivity,edit,93
v3,CC,EditReminderActivity,staticCategory,40
v3,CC,EditReminderActivity,manageCategory,40
v3,CC,EditReminderActivity,priority,3
v3,CC,EditReminderActivity,fixedDate,6
v3,CC,EditReminderActivity,dateRange,12
v3,CC,Entity,reminder,10
v3,CC,Entity,manageReminder,10
v3,CC,ExternalAddReminderActivity,create,142
v3,CC,ExternalAddReminderActivity,staticCategory,48
v3,CC,ExternalAddReminderActivity,manageCategory,55
v3,CC,ExternalAddReminderActivity,priority,4
v3,CC,ExternalAddReminderActivity,fixedDate,8
v3,CC,ExternalAddReminderActivity,dateRange,16
v3,CC,FilterListFragment,staticCategory,158
v3,CC,FilterListFragment,manageCategory,70
v3,CC,FilterListFragment,priority,17
v3,CC,FiltersListChangeListener,reminder,5
v3,CC,FiltersListChangeListener,gui,5
v3,CC,ForeignKey,reminder,10
v3,CC,ForeignKey,manageReminder,10
v3,CC,GenericDAO,reminder,126
v3,CC,GenericDAO,manageReminder,126
v3,CC,GenericDAO,staticCategory,3
v3,CC,GenericDAO,manageCategory,3
v3,CC,InvalidDateException,reminder,7
v3,CC,InvalidDateException,manageReminder,7
v3,CC,InvalidFormatException,reminder,7
v3,CC,InvalidFormatException,manageReminder,7
v3,CC,InvalidHourException,reminder,8
v3,CC,InvalidHourException,gui,8
v3,CC,InvalidTextException,reminder,7
v3,CC,InvalidTextException,manageReminder,7
v3,CC,Mask,reminder,44
v3,CC,Mask,manageReminder,44
v3,CC,Patterns,reminder,6
v3,CC,Patterns,manageReminder,6
v3,CC,Patterns,dateRange,2
v3,CC,Patterns,fixedDate,2
v3,CC,Priority,priority,25
v3,CC,PriorityFilter,priority,19
v3,CC,Reminder,reminder,163
v3,CC,Reminder,manageReminder,163
v3,CC,Reminder,staticCategory,11
v3,CC,Reminder,manageCategory,11
v3,CC,Reminder,fixedDate,23
v3,CC,Reminder,dateRange,49
v3,CC,Reminder,done,14
v3,CC,Reminder,priority,9
v3,CC,ReminderActivity,reminder,526
v3,CC,ReminderActivity,gui,526
v3,CC,ReminderActivity,staticCategory,42
v3,CC,ReminderActivity,manageCategory,42
v3,CC,ReminderActivity,priority,26
v3,CC,ReminderActivity,googleCalendar,10
v3,CC,ReminderActivity,fixedDate,135
v3,CC,ReminderActivity,dateRange,240
v3,CC,ReminderActivity,create,15
v3,CC,ReminderAddActivity,create,262
v3,CC,ReminderAddActivity,fixedDate,14
v3,CC,ReminderAddActivity,dateRange,26
v3,CC,ReminderAddActivity,staticCategory,52
v3,CC,ReminderAddActivity,manageCategory,52
v3,CC,ReminderAddActivity,priority,35
v3,CC,ReminderArrayAdapter,reminder,184
v3,CC,ReminderArrayAdapter,gui,184
v3,CC,ReminderArrayAdapter,priority,9
v3,CC,ReminderArrayAdapter,fixedDate,23
v3,CC,ReminderArrayAdapter,done,14
v3,CC,ReminderArrayAdapter,dateRange,23
v3,CC,ReminderContentProvider,reminder,106
v3,CC,ReminderContentProvider,manageReminder,106
v3,CC,ReminderContentProvider,staticCategory,19
v3,CC,ReminderContentProvider,manageCategory,19
v3,CC,ReminderContentProvider,fixedDate,8
v3,CC,ReminderContentProvider,dateRange,16
v3,CC,ReminderDAO,reminder,13
v3,CC,ReminderDAO,manageReminder,13
v3,CC,ReminderDAO,staticCategory,2
v3,CC,ReminderDAO,manageCategory,2
v3,CC,ReminderDAO,create,1
v3,CC,ReminderDAO,view,1
v3,CC,ReminderDAO,edit,1
v3,CC,ReminderDAO,delete,1
v3,CC,ReminderFilter,reminder,50
v3,CC,ReminderFilter,manageReminder,50
v3,CC,ReminderFilter,view,24
v3,CC,ReminderFilter,search,14
v3,CC,ReminderFilterArrayAdapter,reminder,45
v3,CC,ReminderFilterArrayAdapter,gui,45
v3,CC,ReminderFilterArrayAdapter,staticCategory,13
v3,CC,ReminderFilterArrayAdapter,manageCategory,13
v3,CC,ReminderFilterArrayAdapter,priority,13
v3,CC,ReminderListFragment,reminder,292
v3,CC,ReminderListFragment,gui,292
v3,CC,ReminderListFragment,fixedDate,69
v3,CC,ReminderListFragment,dateRange,72
v3,CC,ReminderListFragment,view,97
v3,CC,ReminderListFragment,staticCategory,2
v3,CC,ReminderListFragment,manageCategory,2
v3,CC,ReminderListFragment,priority,1
v3,CC,ReminderListFragment,search,94
v3,CC,ReminderMainActivity,reminder,73
v3,CC,ReminderMainActivity,manageReminder,73
v3,CC,ReminderMainActivity,staticCategory,4
v3,CC,ReminderMainActivity,manageCategory,4
v3,CC,ReminderMainActivity,priority,4
v3,CC,ReminderMainActivity,search,24
v3,CC,SpinnerAdapterGenerator,reminder,18
v3,CC,SpinnerAdapterGenerator,gui,18
v3,CC,TimePickerDialogFragment,reminder,44
v3,CC,TimePickerDialogFragment,gui,44
v3,CC,Utility,reminder,22
v3,CC,Utility,manageReminder,22
v4,CC,AddCategoryDialogFragment,manageCategory,90
v4,CC,AddReminderActivity,create,40
v4,CC,AddReminderActivity,staticCategory,23
v4,CC,AddReminderActivity,manageCategory,23
v4,CC,AllRemindersFilter,reminder,17
v4,CC,AllRemindersFilter,manageReminder,17
v4,CC,AllRemindersFilter,view,7
v4,CC,CalendarEventCreator,googleCalendar,81
v4,CC,CalendarEventCreator,dateRange,2
v4,CC,CalendarEventCreator,fixedDate,10
v4,CC,CalendarNotFoundException,googleCalendar,7
v4,CC,Category,staticCategory,50
v4,CC,CategoryArrayAdapter,staticCategory,34
v4,CC,CategoryDAO,staticCategory,12
v4,CC,CategoryDAO,manageCategory,3
v4,CC,CategoryFilter,manageCategory,22
v4,CC,CategoryFilter,staticCategory,22
v4,CC,Column,reminder,13
v4,CC,Column,manageReminder,13
v4,CC,Controller,reminder,119
v4,CC,Controller,manageReminder,119
v4,CC,Controller,staticCategory,33
v4,CC,Controller,manageCategory,65
v4,CC,Controller,view,7
v4,CC,Controller,create,7
v4,CC,Controller,edit,7
v4,CC,Controller,delete,7
v4,CC,DateFormat,dateRange,11
v4,CC,DateFormat,fixedDate,11
v4,CC,DatePickerDialogFragment,fixedDate,43
v4,CC,DatePickerDialogFragment,dateRange,43
v4,CC,DBConstants,reminder,53
v4,CC,DBConstants,manageReminder,53
v4,CC,DBConstants,staticCategory,16
v4,CC,DBConstants,manageCategory,16
v4,CC,DBConstants,priority,2
v4,CC,DBConstants,fixedDate,4
v4,CC,DBConstants,dateRepeat,12
v4,CC,DBConstants,done,1
v4,CC,DBConstants,dateRange,6
v4,CC,DBException,reminder,4
v4,CC,DBException,manageReminder,4
v4,CC,DBFactory,reminder,13
v4,CC,DBFactory,manageReminder,13
v4,CC,DBFactory,staticCategory,1
v4,CC,DBFactory,manageCategory,1
v4,CC,DBHelper,reminder,43
v4,CC,DBHelper,manageReminder,43
v4,CC,DBHelper,staticCategory,4
v4,CC,DBHelper,manageCategory,4
v4,CC,DBInvalidEntityException,reminder,7
v4,CC,DBInvalidEntityException,manageReminder,7
v4,CC,DBTypes,reminder,4
v4,CC,DBTypes,manageReminder,4
v4,CC,DefaultCategoryDAO,staticCategory,115
v4,CC,DefaultCategoryDAO,manageCategory,35
v4,CC,DefaultDBFactory,reminder,15
v4,CC,DefaultDBFactory,manageReminder,15
v4,CC,DefaultDBFactory,staticCategory,4
v4,CC,DefaultDBFactory,manageCategory,4
v4,CC,DefaultReminderDAO,reminder,142
v4,CC,DefaultReminderDAO,manageReminder,142
v4,CC,DefaultReminderDAO,staticCategory,21
v4,CC,DefaultReminderDAO,manageCategory,21
v4,CC,DefaultReminderDAO,priority,3
v4,CC,DefaultReminderDAO,create,7
v4,CC,DefaultReminderDAO,view,13
v4,CC,DefaultReminderDAO,edit,10
v4,CC,DefaultReminderDAO,delete,12
v4,CC,DefaultReminderDAO,done,2
v4,CC,DefaultReminderDAO,fixedDate,4
v4,CC,DefaultReminderDAO,dateRepeat,16
v4,CC,DefaultReminderDAO,dateRange,8
v4,CC,EditCategoryDialogFragment,manageCategory,75
v4,CC,EditReminderActivity,edit,114
v4,CC,EditReminderActivity,staticCategory,40
v4,CC,EditReminderActivity,manageCategory,40
v4,CC,EditReminderActivity,priority,3
v4,CC,EditReminderActivity,fixedDate,6
v4,CC,EditReminderActivity,dateRepeat,24
v4,CC,EditReminderActivity,dateRange,12
v4,CC,Entity,reminder,10
v4,CC,Entity,manageReminder,10
v4,CC,ExternalAddReminderActivity,create,156
v4,CC,ExternalAddReminderActivity,staticCategory,48
v4,CC,ExternalAddReminderActivity,manageCategory,55
v4,CC,ExternalAddReminderActivity,priority,4
v4,CC,ExternalAddReminderActivity,fixedDate,8
v4,CC,ExternalAddReminderActivity,dateRepeat,18
v4,CC,ExternalAddReminderActivity,dateRange,16
v4,CC,FilterListFragment,staticCategory,167
v4,CC,FilterListFragment,manageCategory,1
v4,CC,FilterListFragment,priority,1
v4,CC,FilterListFragment,staticCategory,1
v4,CC,FilterListFragment,manageCategory,81
v4,CC,FilterListFragment,priority,17
v4,CC,FiltersListChangeListener,reminder,5
v4,CC,FiltersListChangeListener,gui,5
v4,CC,ForeignKey,reminder,10
v4,CC,ForeignKey,manageReminder,10
v4,CC,GenericDAO,reminder,126
v4,CC,GenericDAO,manageReminder,126
v4,CC,GenericDAO,staticCategory,3
v4,CC,GenericDAO,manageCategory,3
v4,CC,InvalidDateException,reminder,7
v4,CC,InvalidDateException,manageReminder,7
v4,CC,InvalidDaysException,dateRepeat,7
v4,CC,InvalidFormatException,reminder,7
v4,CC,InvalidFormatException,manageReminder,7
v4,CC,InvalidHourException,reminder,8
v4,CC,InvalidHourException,gui,8
v4,CC,InvalidTextException,reminder,7
v4,CC,InvalidTextException,manageReminder,7
v4,CC,Mask,reminder,44
v4,CC,Mask,manageReminder,44
v4,CC,Patterns,reminder,6
v4,CC,Patterns,manageReminder,6
v4,CC,Patterns,fixedDate,1
v4,CC,Patterns,dateRange,1
v4,CC,Priority,priority,25
v4,CC,PriorityFilter,priority,19
v4,CC,Reminder,reminder,270
v4,CC,Reminder,manageReminder,270
v4,CC,Reminder,staticCategory,11
v4,CC,Reminder,manageCategory,11
v4,CC,Reminder,fixedDate,24
v4,CC,Reminder,dateRepeat,118
v4,CC,Reminder,dateRange,49
v4,CC,Reminder,done,14
v4,CC,Reminder,priority,9
v4,CC,ReminderActivity,reminder,546
v4,CC,ReminderActivity,gui,546
v4,CC,ReminderActivity,staticCategory,42
v4,CC,ReminderActivity,manageCategory,42
v4,CC,ReminderActivity,priority,25
v4,CC,ReminderActivity,googleCalendar,10
v4,CC,ReminderActivity,dateRepeat,70
v4,CC,ReminderActivity,fixedDate,200
v4,CC,ReminderActivity,dateRange,260
v4,CC,ReminderActivity,create,198
v4,CC,ReminderAddActivity,create,312
v4,CC,ReminderAddActivity,staticCategory,52
v4,CC,ReminderAddActivity,manageCategory,52
v4,CC,ReminderAddActivity,priority,35
v4,CC,ReminderAddActivity,dateRepeat,56
v4,CC,ReminderAddActivity,fixedDate,14
v4,CC,ReminderAddActivity,dateRange,25
v4,CC,ReminderArrayAdapter,reminder,196
v4,CC,ReminderArrayAdapter,gui,196
v4,CC,ReminderArrayAdapter,fixedDate,91
v4,CC,ReminderArrayAdapter,dateRange,91
v4,CC,ReminderArrayAdapter,priority,9
v4,CC,ReminderArrayAdapter,dateRepeat,19
v4,CC,ReminderArrayAdapter,done,14
v4,CC,ReminderContentProvider,reminder,106
v4,CC,ReminderContentProvider,manageReminder,106
v4,CC,ReminderContentProvider,staticCategory,19
v4,CC,ReminderContentProvider,manageCategory,19
v4,CC,ReminderContentProvider,fixedDate,8
v4,CC,ReminderContentProvider,dateRepeat,4
v4,CC,ReminderContentProvider,dateRange,16
v4,CC,ReminderDAO,reminder,13
v4,CC,ReminderDAO,manageReminder,13
v4,CC,ReminderDAO,staticCategory,2
v4,CC,ReminderDAO,manageCategory,2
v4,CC,ReminderDAO,create,1
v4,CC,ReminderDAO,view,1
v4,CC,ReminderDAO,edit,1
v4,CC,ReminderDAO,delete,1
v4,CC,ReminderFilter,reminder,50
v4,CC,ReminderFilter,manageReminder,50
v4,CC,ReminderFilter,view,27
v4,CC,ReminderFilter,search,14
v4,CC,ReminderFilterArrayAdapter,reminder,45
v4,CC,ReminderFilterArrayAdapter,gui,45
v4,CC,ReminderFilterArrayAdapter,staticCategory,13
v4,CC,ReminderFilterArrayAdapter,manageCategory,13
v4,CC,ReminderFilterArrayAdapter,priority,13
v4,CC,ReminderListFragment,reminder,427
v4,CC,ReminderListFragment,gui,427
v4,CC,ReminderListFragment,fixedDate,108
v4,CC,ReminderListFragment,dateRange,111
v4,CC,ReminderListFragment,staticCategory,13
v4,CC,ReminderListFragment,manageCategory,13
v4,CC,ReminderListFragment,priority,12
v4,CC,ReminderListFragment,dateRepeat,125
v4,CC,ReminderListFragment,view,165
v4,CC,ReminderListFragment,search,145
v4,CC,ReminderMainActivity,reminder,73
v4,CC,ReminderMainActivity,manageReminder,73
v4,CC,ReminderMainActivity,staticCategory,4
v4,CC,ReminderMainActivity,manageCategory,4
v4,CC,ReminderMainActivity,priority,4
v4,CC,ReminderMainActivity,search,24
v4,CC,SpinnerAdapterGenerator,reminder,18
v4,CC,SpinnerAdapterGenerator,gui,18
v4,CC,TimePickerDialogFragment,reminder,44
v4,CC,TimePickerDialogFragment,gui,44
v4,CC,Utility,reminder,22
v4,CC,Utility,manageReminder,22
