id;Authors
499;Lochau, M.; Mennicke, S.; Baller, H.; Ribbeck, L.
500;Winkelmann, T.; Koscielny, J.; Seidl, C.; Schuster, S.; Damiani, F.; Schaefer, I.
501;Damiani, F.; Lienhardt, M.
502;Damiani, F.; Lienhardt, M.
503;Kowal, M.; Schaefer, I.
505;Lachmann, R.; Lity, S.; Lischke, S.; Beddig, S.; Schulze, S.; Schaefer, I.
506;Lity, S.; Baller, H.; Schaefer, I.
508;Yin, Z.; Brabazon, A.; O'Sullivan, C.; O'Neill, M.
509;Johnsen, E.; Schlatte, R.; Tarifa, S.
510;Koscielny, J.; Holthusen, S.; Schaefer, I.; Schulze, S.; Bettini, L.; Damiani, F.
511;Damiani, F.; Schaefer, I.; Winkelmann, T.
517;Schulze, S.; Richers, O.; Schaefer, I.
518;Lima, G.; Santos, J.; Kulesza, U.; Alencar, D.; Fialho. S.
520;Damiani, F.; Gladisch, C.; Tyszberowicz, S.
521;Damiani, F.; Padovani, L.; Schaefer, I.
523;Huahnle, R.; Schaefer, I.
524;Bodden, E.; Falzon, K.; Pun, K.; Stolz, V.
525;Lienhardt, M.; Clarke, D.
526;Damiani, F.; Schaefer, I.
527;Haber, A.; Rendel, H.; Rumpe, B.; Schaefer, I.
528;Damiani, F.; Owe, O.; Dovland, J.; Schaefer, I.; Johnsen, E.; Yu, I.
529;Lochau, M.; Schaefer, I.; Kamischke, J.; Lity, S.
530;Schaefer, I.; Bettini, L.; Damiani, F.
531;Haber, A.; Kutz, T.; Rendel, H.; Rumpe, B.; Schaefer, I.
532;Damiani, F.; Schaefer, I.
533;Wu, J.; Xu, X.; Lian, C.; Huang, Y.
534;Schaefer, I.; Damiani, F.
535;Schaefer, I.; Bettini, L.; Bono, V.; Damiani, F.; Tanzarella, N.
538;Pietsch, C.; Kehrer, T.; Kelter, U.; Reuling, D.; Ohrndorf, M.
540;Haber, A.; Rendel, H.; Rumpe, B.; Schaefer, I.
545;Haber, A.; Hölldobler, K.; Kolassa, C.; Look, M.; Rumpe, B.; Müller, K.; Schaefer, I.
546;Khedri, N.; Khosravi, R.
555;Clarke, D.; Muschevici, R.; Proença, J.; Schaefer, I.; Schlatte, R.
1000;Damiani, F.; Faitelson, D.; Gladisch, C.; Tyszberowicz, S.
1001;Setyautami, M.R.A.; Hähnle, R.; Muschevici, R.; Azurat, A.
1002;Lachmann, R.; Lity, S.; Al-Hajjaji, M.; Fürchtegott, F.; Schaefer, I.
1003;Behringer, B.; Fey, M.
1004;Kowal, M.; Schaefer, I.
1005;Khedri, N.; Khosravi, R.
1006;Damiani, F.; Lienhardt, M.
1007;Damiani, F.; Schaefer, I.; Schuster, S.; Winkelmann, T.
1008;Lochau, M.; Mennicke, S.; Baller, H.; Ribbeck, L.
1009;Bettini, L.; Damiani, F.; Schaefer, I.
1010;Sabouri, H.; Khosravi, R.
1011;Dukaczewski, M.; Schaefer, I.; Lachmann, R.; Lochau, M.
1012;Lity, S.; Lochau, M.; Schaefer, I.; Goltz, U.
1013;Lienhardt, M.; Clarke, D.
2000;Pietsch, C.; Reuling, D.; Kelter, U.; Kehrer, T.
2001;Damiani, F.; Hähnle, R.; Kamburjan, E.; Lienhardt, M.
2002;Damiani, F.; Lienhardt, M.; Muschevici, R.; Schaefer, I.
2003;Al-Hajjaji, M.; Lity, S.; Lachmann, R.; Thüm, T.; Schaefer, I.; Saake, G.
2004;Diniz, J.P.; Vale, G.; Gaia, F.; Figueiredo, E.
2005;Schuster, S.; Seidl, C.; Schaefer, I.
2006;Hamza, M.; Walker, R.J.; Elaasar, M.
